X,Y,OBJECTID,Id,Type,icon_url
6.79048783833199,3.27276016282671,"79","0",Bone,./0.png
6.76451584540865,3.87011600006361,"80","0",Bone,./0.png
6.66582227229994,4.28047348825244,"81","0",Bone,./0.png
5.0833989439762,3.41553698549801,"82","0",Bone,./0.png
2.56862114994042,3.71139258749863,"83","0",Bone,./0.png
0.973940784447128,7.05658527602527,"84","0",Bone,./0.png
0.854469616999748,10.8796626343414,"85","0",Bone,./0.png
1.90373813110283,10.4381387546446,"86","0",Bone,./0.png
2.53745475843241,8.84865278773598,"87","0",Bone,./0.png
5.36660639250437,11.9472077360572,"88","0",Bone,./0.png
4.22383870387726,12.5653411676328,"89","0",Bone,./0.png
3.86023080295045,12.2463666175076,"90","0",Angular fragment,./0.png
4.71211217083612,11.8360091293188,"91","0",Angular fragment,./0.png
3.90701646242486,13.6736238212117,"92","0",Angular fragment,./0.png
1.59146900445921,12.0980376801454,"93","0",Angular fragment,./0.png
5.43373677976873,4.8343446074509,"94","0",Bone,./0.png
5.52723595429277,4.89667739046692,"95","0",Bone,./0.png
6.67000364291988,4.99537096357563,"96","0",Bone,./0.png
6.97127876083067,4.84473340462023,"97","0",Bone,./0.png
6.01796233169439,5.49845808575743,"98","0",Bone,./0.png
6.08808671258742,5.36210512290987,"99","0",Bone,./0.png
7.01528685995078,5.60754045603547,"100","0",Bone,./0.png
6.54476092148954,10.0067631907011,"101","0",Bone,./0.png
8.41474441197027,9.90287521900776,"102","0",Bone,./0.png
6.61521663233344,12.0212492920146,"103","0",Core cobble fragment,./0.png
0.86520978423797,11.9032530772518,"104","0",Bone,./0.png
1.16302196975897,11.7370323225424,"105","0",Bone,./0.png
1.94564468984906,11.4322942722418,"106","0",Bone,./0.png
4.77248057695254,5.13146741291284,"107","0",Bone,./0.png
11.5525459273757,7.90264699364479,"108","0",Bone,./0.png
